"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	926	274273	337.6	280.6
	"Baldwin County, AL"	"01003"	2964	1070154	277.0	189.9
	"Barbour County, AL"	"01005"	338	122994	274.8	203.7
	"Bibb County, AL"	"01007"	319	110414	288.9	228.5
	"Blount County, AL"	"01009"	995	284041	350.3	262.2
	"Bullock County, AL"	"01011"	156	49918	312.5	245.4
	"Butler County, AL"	"01013"	421	95605	440.4	317.8
	"Calhoun County, AL"	"01015"	2106	560143	376.0	290.4
	"Chambers County, AL"	"01017"	666	163548	407.2	290.8
	"Cherokee County, AL"	"01019"	499	127431	391.6	248.6
	"Chilton County, AL"	"01021"	663	217174	305.3	242.7
	"Choctaw County, AL"	"01023"	319	62059	514.0	342.7
	"Clarke County, AL"	"01025"	537	116472	461.1	323.1
	"Clay County, AL"	"01027"	250	64971	384.8	260.6
	"Cleburne County, AL"	"01029"	244	73006	334.2	238.0
	"Coffee County, AL"	"01031"	871	255758	340.6	273.3
	"Colbert County, AL"	"01033"	918	267720	342.9	241.3
	"Conecuh County, AL"	"01035"	297	59473	499.4	330.7
	"Coosa County, AL"	"01037"	200	52087	384.0	242.7
	"Covington County, AL"	"01039"	755	180586	418.1	284.0
	"Crenshaw County, AL"	"01041"	294	67507	435.5	315.5
	"Cullman County, AL"	"01043"	1479	409710	361.0	264.5
	"Dale County, AL"	"01045"	747	241030	309.9	246.4
	"Dallas County, AL"	"01047"	767	187207	409.7	314.7
	"DeKalb County, AL"	"01049"	1141	351045	325.0	257.3
	"Elmore County, AL"	"01051"	1121	402924	278.2	238.4
	"Escambia County, AL"	"01053"	813	181402	448.2	340.3
	"Etowah County, AL"	"01055"	2076	502628	413.0	304.4
	"Fayette County, AL"	"01057"	385	80322	479.3	320.7
	"Franklin County, AL"	"01059"	525	154598	339.6	270.8
	"Geneva County, AL"	"01061"	601	129145	465.4	320.7
	"Greene County, AL"	"01063"	138	39854	346.3	243.8
	"Hale County, AL"	"01065"	259	72050	359.5	269.3
	"Henry County, AL"	"01067"	298	83833	355.5	231.4
	"Houston County, AL"	"01069"	1592	515244	309.0	239.9
	"Jackson County, AL"	"01071"	1181	254127	464.7	320.3
	"Jefferson County, AL"	"01073"	8845	3224556	274.3	234.9
	"Lamar County, AL"	"01075"	296	67628	437.7	282.8
	"Lauderdale County, AL"	"01077"	1426	452873	314.9	221.0
	"Lawrence County, AL"	"01079"	574	162237	353.8	260.2
	"Lee County, AL"	"01081"	1686	806772	209.0	220.5
	"Limestone County, AL"	"01083"	1195	477429	250.3	212.5
	"Lowndes County, AL"	"01085"	214	48702	439.4	322.6
	"Macon County, AL"	"01087"	292	90062	324.2	235.7
	"Madison County, AL"	"01089"	4199	1805845	232.5	199.4
	"Marengo County, AL"	"01091"	347	93152	372.5	274.1
	"Marion County, AL"	"01093"	725	145429	498.5	334.5
	"Marshall County, AL"	"01095"	1575	472197	333.5	261.2
	"Mobile County, AL"	"01097"	6842	2032225	336.7	279.3
	"Monroe County, AL"	"01099"	400	102388	390.7	282.4
	"Montgomery County, AL"	"01101"	3365	1109891	303.2	268.8
	"Morgan County, AL"	"01103"	2046	585598	349.4	267.1
	"Perry County, AL"	"01105"	182	44500	409.0	308.2
	"Pickens County, AL"	"01107"	351	98021	358.1	261.9
	"Pike County, AL"	"01109"	477	163192	292.3	265.5
	"Randolph County, AL"	"01111"	474	111181	426.3	296.2
	"Russell County, AL"	"01113"	1034	284786	363.1	325.7
	"St. Clair County, AL"	"01115"	1400	438612	319.2	250.2
	"Shelby County, AL"	"01117"	1994	1061949	187.8	164.5
	"Sumter County, AL"	"01119"	194	61262	316.7	269.9
	"Talladega County, AL"	"01121"	1344	393087	341.9	259.8
	"Tallapoosa County, AL"	"01123"	800	198334	403.4	262.4
	"Tuscaloosa County, AL"	"01125"	2565	1027376	249.7	249.4
	"Walker County, AL"	"01127"	1275	314030	406.0	287.1
	"Washington County, AL"	"01129"	311	80425	386.7	278.7
	"Wilcox County, AL"	"01131"	175	51697	338.5	251.6
	"Winston County, AL"	"01133"	554	115547	479.5	312.4
	"Aleutians East Borough, AK"	"02013"	11	16766	Unreliable	Unreliable
	"Aleutians West Census Area, AK"	"02016"	25	28353	88.2	167.7
	"Anchorage Borough, AK"	"02020"	2476	1444293	171.4	186.1
	"Bethel Census Area, AK"	"02050"	158	90707	174.2	262.8
	"Bristol Bay Borough, AK"	"02060"	14	4228	Unreliable	Unreliable
	"Denali Borough, AK"	"02068"	14	10231	Unreliable	Unreliable
	"Dillingham Census Area, AK"	"02070"	49	24457	200.4	244.5
	"Fairbanks North Star Borough, AK"	"02090"	733	488261	150.1	182.7
	"Haines Borough, AK"	"02100"	27	12409	217.6	117.1
	"Hoonah-Angoon Census Area, AK"	"02105"	32	10518	304.2	192.7
	"Juneau Borough, AK"	"02110"	304	158824	191.4	190.0
	"Kenai Peninsula Borough, AK"	"02122"	682	290185	235.0	182.5
	"Ketchikan Gateway Borough, AK"	"02130"	143	68160	209.8	175.6
	"Kodiak Island Borough, AK"	"02150"	95	66063	143.8	161.5
	"Lake and Peninsula Borough, AK"	"02164"	11	7784	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	878	532715	164.8	171.8
	"Nome Census Area, AK"	"02180"	123	49508	248.4	370.8
	"North Slope Borough, AK"	"02185"	76	48166	157.8	238.8
	"Northwest Arctic Borough, AK"	"02188"	81	37958	213.4	326.9
	"Petersburg Borough/Census Area, AK"	"02195"	30	15944	188.2	163.8
	"Prince of Wales-Hyder Census Area, AK"	"02198"	100	31324	319.2	263.8
	"Sitka Borough, AK"	"02220"	79	42341	186.6	157.1
	"Southeast Fairbanks Census Area, AK"	"02240"	85	34228	248.3	212.4
	"Valdez-Cordova Census Area, AK"	"02261"	91	36732	247.7	234.4
	"Wade Hampton Census Area, AK"	"02270"	76	41008	185.3	363.5
	"Wrangell City and Borough, AK"	"02275"	28	12203	229.5	165.4
	"Yukon-Koyukuk Census Area, AK"	"02290"	48	26201	183.2	164.8
	"Apache County, AZ"	"04001"	1019	354793	287.2	252.4
	"Cochise County, AZ"	"04003"	2153	615708	349.7	224.8
	"Coconino County, AZ"	"04005"	1176	702295	167.5	176.0
	"Gila County, AZ"	"04007"	1332	261340	509.7	282.1
	"Graham County, AZ"	"04009"	490	188169	260.4	251.9
	"Greenlee County, AZ"	"04011"	104	46487	223.7	221.6
	"La Paz County, AZ"	"04012"	593	99601	595.4	282.3
	"Maricopa County, AZ"	"04013"	46550	21630746	215.2	189.7
	"Mohave County, AZ"	"04015"	5988	1020775	586.6	294.6
	"Navajo County, AZ"	"04017"	1669	543413	307.1	237.5
	"Pima County, AZ"	"04019"	13672	5058862	270.3	198.2
	"Pinal County, AZ"	"04021"	5627	2201259	255.6	181.8
	"Santa Cruz County, AZ"	"04023"	427	227425	187.8	147.4
	"Yavapai County, AZ"	"04025"	4434	1123845	394.5	192.4
	"Yuma County, AZ"	"04027"	2693	1030716	261.3	196.7
	"Arkansas County, AR"	"05001"	435	86597	502.3	357.0
	"Ashley County, AR"	"05003"	432	97840	441.5	306.0
	"Baxter County, AR"	"05005"	1015	200131	507.2	251.9
	"Benton County, AR"	"05007"	3288	1344167	244.6	238.1
	"Boone County, AR"	"05009"	789	182477	432.4	296.4
	"Bradley County, AR"	"05011"	259	52785	490.7	372.0
	"Calhoun County, AR"	"05013"	118	25341	465.6	300.4
	"Carroll County, AR"	"05015"	568	137221	413.9	268.8
	"Chicot County, AR"	"05017"	262	50401	519.8	368.2
	"Clark County, AR"	"05019"	354	109122	324.4	276.5
	"Clay County, AR"	"05021"	415	71743	578.5	375.8
	"Cleburne County, AR"	"05023"	601	120863	497.3	280.1
	"Cleveland County, AR"	"05025"	187	39517	473.2	306.6
	"Columbia County, AR"	"05027"	490	114976	426.2	347.1
	"Conway County, AR"	"05029"	452	101973	443.3	311.5
	"Craighead County, AR"	"05031"	1700	534910	317.8	308.5
	"Crawford County, AR"	"05033"	1226	309878	395.6	311.4
	"Crittenden County, AR"	"05035"	1005	238313	421.7	385.8
	"Cross County, AR"	"05037"	420	81335	516.4	382.2
	"Dallas County, AR"	"05039"	201	34667	579.8	362.7
	"Desha County, AR"	"05041"	362	56444	641.3	478.3
	"Drew County, AR"	"05043"	382	89654	426.1	337.4
	"Faulkner County, AR"	"05045"	1611	615641	261.7	268.1
	"Franklin County, AR"	"05047"	374	86703	431.4	316.4
	"Fulton County, AR"	"05049"	350	59386	589.4	348.6
	"Garland County, AR"	"05051"	2226	480521	463.2	292.4
	"Grant County, AR"	"05053"	327	89400	365.8	273.5
	"Greene County, AR"	"05055"	887	222122	399.3	328.2
	"Hempstead County, AR"	"05057"	437	105949	412.5	312.6
	"Hot Spring County, AR"	"05059"	714	164715	433.5	317.9
	"Howard County, AR"	"05061"	322	65041	495.1	377.2
	"Independence County, AR"	"05063"	805	183878	437.8	334.3
	"Izard County, AR"	"05065"	378	65720	575.2	337.1
	"Jackson County, AR"	"05067"	392	82876	473.0	352.9
	"Jefferson County, AR"	"05069"	1409	332670	423.5	339.0
	"Johnson County, AR"	"05071"	490	130048	376.8	307.2
	"Lafayette County, AR"	"05073"	201	32641	615.8	368.0
	"Lawrence County, AR"	"05075"	398	80403	495.0	348.3
	"Lee County, AR"	"05077"	231	43623	529.5	389.5
	"Lincoln County, AR"	"05079"	254	65444	388.1	327.6
	"Little River County, AR"	"05081"	338	60288	560.6	366.9
	"Logan County, AR"	"05083"	513	105795	484.9	334.8
	"Lonoke County, AR"	"05085"	1141	361174	315.9	293.7
	"Madison County, AR"	"05087"	372	80543	461.9	340.9
	"Marion County, AR"	"05089"	506	80860	625.8	323.2
	"Miller County, AR"	"05091"	949	213736	444.0	357.5
	"Mississippi County, AR"	"05093"	1068	203573	524.6	460.8
	"Monroe County, AR"	"05095"	228	33415	682.3	450.0
	"Montgomery County, AR"	"05097"	209	43343	482.2	267.2
	"Nevada County, AR"	"05099"	182	40268	452.0	308.1
	"Newton County, AR"	"05101"	172	37979	452.9	245.2
	"Ouachita County, AR"	"05103"	597	114920	519.5	356.8
	"Perry County, AR"	"05105"	210	50450	416.3	293.0
	"Phillips County, AR"	"05107"	467	88690	526.6	410.7
	"Pike County, AR"	"05109"	235	52538	447.3	305.1
	"Poinsett County, AR"	"05111"	704	116895	602.2	459.3
	"Polk County, AR"	"05113"	423	97647	433.2	275.1
	"Pope County, AR"	"05115"	1039	314153	330.7	283.3
	"Prairie County, AR"	"05117"	200	39359	508.1	312.1
	"Pulaski County, AR"	"05119"	6162	1927900	319.6	278.1
	"Randolph County, AR"	"05121"	394	86553	455.2	330.9
	"St. Francis County, AR"	"05123"	515	124971	412.1	344.6
	"Saline County, AR"	"05125"	1783	595622	299.4	228.3
	"Scott County, AR"	"05127"	243	50346	482.7	330.3
	"Searcy County, AR"	"05129"	191	38357	498.0	295.2
	"Sebastian County, AR"	"05131"	2495	626875	398.0	335.0
	"Sevier County, AR"	"05133"	296	83439	354.8	323.4
	"Sharp County, AR"	"05135"	501	84222	594.9	333.6
	"Stone County, AR"	"05137"	305	60727	502.2	265.1
	"Union County, AR"	"05139"	821	191263	429.3	330.6
	"Van Buren County, AR"	"05141"	367	80050	458.5	255.3
	"Washington County, AR"	"05143"	3385	1163578	290.9	318.0
	"White County, AR"	"05145"	1589	387374	410.2	334.8
	"Woodruff County, AR"	"05147"	204	31275	652.3	420.4
	"Yell County, AR"	"05149"	505	104768	482.0	362.8
	"Alameda County, CA"	"06001"	13283	8158854	162.8	155.4
	"Alpine County, CA"	"06003"	37	5440	680.1	439.9
	"Amador County, CA"	"06005"	641	189744	337.8	185.5
	"Butte County, CA"	"06007"	3229	1092402	295.6	233.1
	"Calaveras County, CA"	"06009"	782	222874	350.9	188.0
	"Colusa County, CA"	"06011"	217	106139	204.4	186.4
	"Contra Costa County, CA"	"06013"	9938	5622453	176.8	150.9
	"Del Norte County, CA"	"06015"	470	135885	345.9	260.7
	"El Dorado County, CA"	"06017"	2108	929423	226.8	150.9
	"Fresno County, CA"	"06019"	10492	4885317	214.8	228.4
	"Glenn County, CA"	"06021"	353	138227	255.4	213.2
	"Humboldt County, CA"	"06023"	2086	666690	312.9	254.7
	"Imperial County, CA"	"06025"	1868	890831	209.7	210.5
	"Inyo County, CA"	"06027"	307	87199	352.1	221.7
	"Kern County, CA"	"06029"	10737	4425071	242.6	273.4
	"Kings County, CA"	"06031"	1340	747593	179.2	213.8
	"Lake County, CA"	"06033"	1275	314381	405.6	258.5
	"Lassen County, CA"	"06035"	406	150702	269.4	240.5
	"Los Angeles County, CA"	"06037"	103422	49436413	209.2	199.1
	"Madera County, CA"	"06039"	1711	772547	221.5	210.2
	"Marin County, CA"	"06041"	1874	1258128	149.0	95.7
	"Mariposa County, CA"	"06043"	324	84198	384.8	206.4
	"Mendocino County, CA"	"06045"	1235	425474	290.3	200.1
	"Merced County, CA"	"06047"	2950	1354494	217.8	246.3
	"Modoc County, CA"	"06049"	203	42737	475.0	273.2
	"Mono County, CA"	"06051"	86	70363	122.2	98.8
	"Monterey County, CA"	"06053"	3071	2131782	144.1	143.9
	"Napa County, CA"	"06055"	1390	677974	205.0	150.8
	"Nevada County, CA"	"06057"	1225	482638	253.8	145.1
	"Orange County, CA"	"06059"	25783	15576226	165.5	147.9
	"Placer County, CA"	"06061"	4017	1912302	210.1	150.8
	"Plumas County, CA"	"06063"	338	91570	369.1	204.9
	"Riverside County, CA"	"06065"	27790	12006816	231.5	210.5
	"Sacramento County, CA"	"06067"	17259	7558762	228.3	213.4
	"San Benito County, CA"	"06069"	486	303300	160.2	160.8
	"San Bernardino County, CA"	"06071"	25267	10702979	236.1	254.6
	"San Diego County, CA"	"06073"	28628	16349243	175.1	165.9
	"San Francisco County, CA"	"06075"	6673	4277489	156.0	137.0
	"San Joaquin County, CA"	"06077"	8469	3702895	228.7	230.3
	"San Luis Obispo County, CA"	"06079"	2887	1379727	209.2	154.2
	"San Mateo County, CA"	"06081"	5269	3739992	140.9	118.8
	"Santa Barbara County, CA"	"06083"	3728	2179464	171.1	156.2
	"Santa Clara County, CA"	"06085"	13271	9447905	140.5	134.7
	"Santa Cruz County, CA"	"06087"	2011	1342211	149.8	130.7
	"Shasta County, CA"	"06089"	3271	877669	372.7	254.7
	"Sierra County, CA"	"06091"	60	14430	415.8	208.6
	"Siskiyou County, CA"	"06093"	852	212223	401.5	238.1
	"Solano County, CA"	"06095"	4946	2187034	226.2	194.5
	"Sonoma County, CA"	"06097"	4963	2430827	204.2	149.9
	"Stanislaus County, CA"	"06099"	6738	2696648	249.9	247.1
	"Sutter County, CA"	"06101"	1281	473607	270.5	235.1
	"Tehama County, CA"	"06103"	1100	313640	350.7	252.4
	"Trinity County, CA"	"06105"	255	61069	417.6	238.4
	"Tulare County, CA"	"06107"	5139	2294606	224.0	251.2
	"Tuolumne County, CA"	"06109"	941	263764	356.8	202.7
	"Ventura County, CA"	"06111"	7539	4155062	181.4	158.0
	"Yolo County, CA"	"06113"	1739	1077190	161.4	172.8
	"Yuba County, CA"	"06115"	1154	384464	300.2	298.4
	"Adams County, CO"	"08001"	4360	2523704	172.8	201.5
	"Alamosa County, CO"	"08003"	206	81112	254.0	249.5
	"Arapahoe County, CO"	"08005"	4919	3197932	153.8	153.7
	"Archuleta County, CO"	"08007"	151	66851	225.9	129.4
	"Baca County, CO"	"08009"	79	17008	464.5	284.0
	"Bent County, CO"	"08011"	105	27888	376.5	290.7
	"Boulder County, CO"	"08013"	2157	1597747	135.0	128.4
	"Broomfield County, CO"	"08014"	446	341297	130.7	129.0
	"Chaffee County, CO"	"08015"	230	97081	236.9	144.0
	"Cheyenne County, CO"	"08017"	30	8872	338.1	236.3
	"Clear Creek County, CO"	"08019"	94	47242	199.0	134.0
	"Conejos County, CO"	"08021"	131	40098	326.7	238.2
	"Costilla County, CO"	"08023"	60	18678	321.2	191.3
	"Crowley County, CO"	"08025"	87	28633	303.8	274.3
	"Custer County, CO"	"08027"	63	24250	259.8	128.5
	"Delta County, CO"	"08029"	579	149832	386.4	223.0
	"Denver County, CO"	"08031"	6129	3523760	173.9	192.1
	"Dolores County, CO"	"08033"	30	10088	297.4	188.4
	"Douglas County, CO"	"08035"	1595	1699350	93.9	101.8
	"Eagle County, CO"	"08037"	169	272015	62.1	67.9
	"Elbert County, CO"	"08039"	211	129668	162.7	136.0
	"El Paso County, CO"	"08041"	6753	3502426	192.8	195.0
	"Fremont County, CO"	"08043"	826	233028	354.5	227.6
	"Garfield County, CO"	"08045"	435	294504	147.7	150.8
	"Gilpin County, CO"	"08047"	53	30326	174.8	117.7
	"Grand County, CO"	"08049"	110	76489	143.8	110.9
	"Gunnison County, CO"	"08051"	84	84815	99.0	103.4
	"Hinsdale County, CO"	"08053"	19	3924	Unreliable	Unreliable
	"Huerfano County, CO"	"08055"	171	32741	522.3	264.9
	"Jackson County, CO"	"08057"	19	6750	Unreliable	Unreliable
	"Jefferson County, CO"	"08059"	5748	2839285	202.4	167.3
	"Kiowa County, CO"	"08061"	28	6703	417.7	237.2
	"Kit Carson County, CO"	"08063"	125	35654	350.6	252.5
	"Lake County, CO"	"08065"	49	38931	125.9	123.6
	"La Plata County, CO"	"08067"	457	275997	165.6	134.6
	"Larimer County, CO"	"08069"	2660	1721008	154.6	137.7
	"Las Animas County, CO"	"08071"	251	69719	360.0	225.4
	"Lincoln County, CO"	"08073"	84	27352	307.1	235.1
	"Logan County, CO"	"08075"	330	106574	309.6	249.6
	"Mesa County, CO"	"08077"	2194	746742	293.8	214.8
	"Mineral County, CO"	"08079"	20	3706	539.7	241.1
	"Moffat County, CO"	"08081"	191	64724	295.1	263.0
	"Montezuma County, CO"	"08083"	375	128710	291.4	200.7
	"Montrose County, CO"	"08085"	548	205401	266.8	169.3
	"Morgan County, CO"	"08087"	321	139486	230.1	197.0
	"Otero County, CO"	"08089"	369	89149	413.9	299.2
	"Ouray County, CO"	"08091"	31	24011	129.1	78.0
	"Park County, CO"	"08093"	164	90577	181.1	118.9
	"Phillips County, CO"	"08095"	80	20485	390.5	256.5
	"Pitkin County, CO"	"08097"	54	87947	61.4	43.2
	"Prowers County, CO"	"08099"	214	58985	362.8	288.4
	"Pueblo County, CO"	"08101"	2575	817578	315.0	243.4
	"Rio Blanco County, CO"	"08103"	74	31349	236.1	194.8
	"Rio Grande County, CO"	"08105"	169	55119	306.6	219.4
	"Routt County, CO"	"08107"	124	125334	98.9	89.8
	"Saguache County, CO"	"08109"	70	33126	211.3	141.5
	"San Juan County, CO"	"08111"	10	3580	Unreliable	Unreliable
	"San Miguel County, CO"	"08113"	17	40168	Unreliable	Unreliable
	"Sedgwick County, CO"	"08115"	57	11028	516.9	282.9
	"Summit County, CO"	"08117"	106	152705	69.4	67.3
	"Teller County, CO"	"08119"	306	123293	248.2	157.5
	"Washington County, CO"	"08121"	68	23761	286.2	208.8
	"Weld County, CO"	"08123"	2519	1552985	162.2	170.3
	"Yuma County, CO"	"08125"	126	48823	258.1	202.4
	"Fairfield County, CT"	"09001"	7165	4605906	155.6	132.7
	"Hartford County, CT"	"09003"	8428	4343659	194.0	157.6
	"Litchfield County, CT"	"09005"	2033	880830	230.8	154.5
	"Middlesex County, CT"	"09007"	1618	789379	205.0	142.1
	"New Haven County, CT"	"09009"	8490	4169792	203.6	163.7
	"New London County, CT"	"09011"	2818	1303259	216.2	163.0
	"Tolland County, CT"	"09013"	1300	739888	175.7	150.2
	"Windham County, CT"	"09015"	1443	570523	252.9	205.6
	"Kent County, DE"	"10001"	2610	878884	297.0	237.4
	"New Castle County, DE"	"10003"	6500	2741574	237.1	203.6
	"Sussex County, DE"	"10005"	3731	1121992	332.5	185.5
	"District of Columbia, DC"	"11001"	8014	3435974	233.2	246.9
	"Alachua County, FL"	"12001"	2636	1317918	200.0	195.8
	"Baker County, FL"	"12003"	452	141437	319.6	279.9
	"Bay County, FL"	"12005"	3075	879905	349.5	268.6
	"Bradford County, FL"	"12007"	480	135326	354.7	266.5
	"Brevard County, FL"	"12009"	9947	2882327	345.1	207.9
	"Broward County, FL"	"12011"	21337	9475611	225.2	181.9
	"Calhoun County, FL"	"12013"	318	70132	453.4	327.6
	"Charlotte County, FL"	"12015"	3585	880316	407.2	174.8
	"Citrus County, FL"	"12017"	4432	708580	625.5	284.6
	"Clay County, FL"	"12019"	2790	1062156	262.7	221.5
	"Collier County, FL"	"12021"	4198	1807572	232.2	114.5
	"Columbia County, FL"	"12023"	1389	346367	401.0	296.5
	"DeSoto County, FL"	"12027"	594	181461	327.3	221.3
	"Dixie County, FL"	"12029"	390	81765	477.0	285.2
	"Duval County, FL"	"12031"	12557	4664003	269.2	247.4
	"Escambia County, FL"	"12033"	4854	1554351	312.3	255.2
	"Flagler County, FL"	"12035"	1928	545925	353.2	181.9
	"Franklin County, FL"	"12037"	195	58664	332.4	210.4
	"Gadsden County, FL"	"12039"	769	224407	342.7	262.6
	"Gilchrist County, FL"	"12041"	303	88300	343.1	238.1
	"Glades County, FL"	"12043"	249	67435	369.2	209.3
	"Gulf County, FL"	"12045"	301	73810	407.8	258.1
	"Hamilton County, FL"	"12047"	278	70409	394.8	302.4
	"Hardee County, FL"	"12049"	389	132991	292.5	239.7
	"Hendry County, FL"	"12051"	589	202540	290.8	273.7
	"Hernando County, FL"	"12053"	4285	920921	465.3	253.4
	"Highlands County, FL"	"12055"	2536	495080	512.2	247.0
	"Hillsborough County, FL"	"12057"	16510	7072634	233.4	214.1
	"Holmes County, FL"	"12059"	532	95636	556.3	374.8
	"Indian River County, FL"	"12061"	2568	748082	343.3	164.7
	"Jackson County, FL"	"12063"	1001	231689	432.0	306.9
	"Jefferson County, FL"	"12065"	291	69266	420.1	268.5
	"Lafayette County, FL"	"12067"	160	41920	381.7	310.6
	"Lake County, FL"	"12069"	6457	1723594	374.6	211.1
	"Lee County, FL"	"12071"	10557	3647020	289.5	159.6
	"Leon County, FL"	"12073"	2663	1438206	185.2	189.2
	"Levy County, FL"	"12075"	935	200255	466.9	273.0
	"Liberty County, FL"	"12077"	126	41096	306.6	265.2
	"Madison County, FL"	"12079"	362	90413	400.4	280.8
	"Manatee County, FL"	"12081"	5568	1897814	293.4	164.9
	"Marion County, FL"	"12083"	8303	1744318	476.0	259.1
	"Martin County, FL"	"12085"	2354	762101	308.9	150.1
	"Miami-Dade County, FL"	"12086"	30364	13330900	227.8	185.3
	"Monroe County, FL"	"12087"	1038	370626	280.1	172.9
	"Nassau County, FL"	"12089"	1303	420077	310.2	205.5
	"Okaloosa County, FL"	"12091"	2512	1016981	247.0	207.1
	"Okeechobee County, FL"	"12093"	752	203037	370.4	257.9
	"Orange County, FL"	"12095"	12400	6747606	183.8	194.3
	"Osceola County, FL"	"12097"	3909	1793465	218.0	210.8
	"Palm Beach County, FL"	"12099"	17495	7088140	246.8	153.7
	"Pasco County, FL"	"12101"	9446	2627247	359.5	230.1
	"Pinellas County, FL"	"12103"	15823	4675074	338.5	201.4
	"Polk County, FL"	"12105"	11574	3449362	335.5	237.7
	"Putnam County, FL"	"12107"	1590	360168	441.5	280.2
	"St. Johns County, FL"	"12109"	2439	1248448	195.4	138.7
	"St. Lucie County, FL"	"12111"	5022	1557738	322.4	196.7
	"Santa Rosa County, FL"	"12113"	2261	885034	255.5	209.8
	"Sarasota County, FL"	"12115"	6262	2014668	310.8	142.1
	"Seminole County, FL"	"12117"	4760	2284836	208.3	180.2
	"Sumter County, FL"	"12119"	2959	620802	476.6	167.0
	"Suwannee County, FL"	"12121"	961	215747	445.4	293.4
	"Taylor County, FL"	"12123"	475	106602	445.6	305.7
	"Union County, FL"	"12125"	405	75149	538.9	440.6
	"Volusia County, FL"	"12127"	10587	2645107	400.2	241.4
	"Wakulla County, FL"	"12129"	484	162562	297.7	247.1
	"Walton County, FL"	"12131"	1025	349789	293.0	201.9
	"Washington County, FL"	"12133"	556	123582	449.9	336.4
	"Appling County, GA"	"13001"	339	90534	374.4	286.7
	"Atkinson County, GA"	"13003"	123	41050	299.6	261.2
	"Bacon County, GA"	"13005"	242	55301	437.6	366.8
	"Baker County, GA"	"13007"	43	14984	287.0	206.0
	"Baldwin County, GA"	"13009"	736	221180	332.8	288.3
	"Banks County, GA"	"13011"	263	93385	281.6	215.4
	"Barrow County, GA"	"13013"	972	401134	242.3	244.5
	"Bartow County, GA"	"13015"	1473	525557	280.3	249.9
	"Ben Hill County, GA"	"13017"	382	82889	460.9	363.4
	"Berrien County, GA"	"13019"	448	94473	474.2	370.4
	"Bibb County, GA"	"13021"	2206	750170	294.1	256.7
	"Bleckley County, GA"	"13023"	202	62896	321.2	263.7
	"Brantley County, GA"	"13025"	366	92916	393.9	309.6
	"Brooks County, GA"	"13027"	293	76338	383.8	276.8
	"Bryan County, GA"	"13029"	395	189778	208.1	237.3
	"Bulloch County, GA"	"13031"	856	384460	222.6	246.1
	"Burke County, GA"	"13033"	432	111027	389.1	334.9
	"Butts County, GA"	"13035"	481	120332	399.7	334.2
	"Calhoun County, GA"	"13037"	119	30762	386.8	322.9
	"Camden County, GA"	"13039"	597	267054	223.6	215.9
	"Candler County, GA"	"13043"	233	53392	436.4	328.2
	"Carroll County, GA"	"13045"	1728	586412	294.7	277.6
	"Catoosa County, GA"	"13047"	1065	329972	322.8	245.1
	"Charlton County, GA"	"13049"	174	63942	272.1	227.3
	"Chatham County, GA"	"13051"	3787	1421822	266.3	235.4
	"Chattahoochee County, GA"	"13053"	66	53113	124.3	282.1
	"Chattooga County, GA"	"13055"	486	121533	399.9	309.6
	"Cherokee County, GA"	"13057"	2202	1253690	175.6	162.8
	"Clarke County, GA"	"13059"	1025	627332	163.4	196.2
	"Clay County, GA"	"13061"	79	14161	557.9	311.5
	"Clayton County, GA"	"13063"	2857	1429544	199.9	238.9
	"Clinch County, GA"	"13065"	138	32991	418.3	336.4
	"Cobb County, GA"	"13067"	6014	3738812	160.9	165.2
	"Coffee County, GA"	"13069"	714	212858	335.4	312.5
	"Colquitt County, GA"	"13071"	851	224418	379.2	329.1
	"Columbia County, GA"	"13073"	1237	760215	162.7	158.9
	"Cook County, GA"	"13075"	323	84793	380.9	312.0
	"Coweta County, GA"	"13077"	1592	720392	221.0	199.8
	"Crawford County, GA"	"13079"	202	60742	332.6	241.2
	"Crisp County, GA"	"13081"	432	109816	393.4	306.7
	"Dade County, GA"	"13083"	322	79369	405.7	285.7
	"Dawson County, GA"	"13085"	341	124663	273.5	188.4
	"Decatur County, GA"	"13087"	524	130481	401.6	326.2
	"DeKalb County, GA"	"13089"	6689	3720299	179.8	180.7
	"Dodge County, GA"	"13091"	396	101156	391.5	287.6
	"Dooly County, GA"	"13093"	188	66415	283.1	200.5
	"Dougherty County, GA"	"13095"	1551	436579	355.3	314.7
	"Douglas County, GA"	"13097"	1436	719136	199.7	208.3
	"Early County, GA"	"13099"	244	49898	489.0	351.4
	"Echols County, GA"	"13101"	37	19625	188.5	187.1
	"Effingham County, GA"	"13103"	828	307952	268.9	273.8
	"Elbert County, GA"	"13105"	410	93568	438.2	302.9
	"Emanuel County, GA"	"13107"	464	111128	417.5	347.1
	"Evans County, GA"	"13109"	180	52528	342.7	282.8
	"Fannin County, GA"	"13111"	527	125291	420.6	234.9
	"Fayette County, GA"	"13113"	1042	557109	187.0	144.6
	"Floyd County, GA"	"13115"	1563	479662	325.9	262.9
	"Forsyth County, GA"	"13117"	1457	1168592	124.7	128.1
	"Franklin County, GA"	"13119"	486	112668	431.4	314.2
	"Fulton County, GA"	"13121"	9362	5184350	180.6	190.4
	"Gilmer County, GA"	"13123"	522	151353	344.9	214.3
	"Glascock County, GA"	"13125"	62	14614	424.3	320.7
	"Glynn County, GA"	"13127"	1184	416891	284.0	203.5
